"stimulus (pA)" "response 1 (mV)" "response 2 (mV)" "response 3 (mV)"
250 -47.31446 -54.33045 -52.92357
250 -47.67456 -54.34265 -52.93579
250 -48.04993 -54.3762 -52.96633
250 -48.32458 -54.38536 -53.02736
250 -48.6145 -54.39453 -53.10365
250 -48.8556 -54.38231 -53.18603
250 -49.0692 -54.36705 -53.24404
250 -49.3042 -54.40673 -53.2837
250 -49.51782 -54.40366 -53.3081
250 -49.68568 -54.39453 -53.33555
250 -49.8871 -54.43115 -53.35388
250 -50.06714 -54.43421 -53.41187
250 -50.23805 -54.42199 -53.48205
250 -50.44862 -54.41589 -53.51255
250 -50.58898 -54.42201 -53.55527
250 -50.7324 -54.42809 -53.60413
250 -50.885 -54.41284 -53.59496
250 -50.99794 -54.37315 -53.62245
250 -51.14138 -54.39148 -53.71094
250 -51.28784 -54.36095 -53.78724
250 -51.41296 -54.37316 -53.8086
250 -51.4862 -54.38538 -53.8208
250 -51.58998 -54.41894 -53.88792
250 -51.67847 -54.38231 -53.87878
250 -51.80357 -54.39452 -53.91236
250 -51.91345 -54.422 -53.9093
250 -52.02333 -54.35181 -53.92457
250 -52.1179 -54.3396 -53.94287
250 -52.17895 -54.35791 -53.95205
250 -52.28576 -54.3396 -53.97034
250 -52.38648 -54.3518 -53.9917
250 -52.49024 -54.3274 -54.03135
250 -52.55129 -54.3152 -53.99474
250 -52.62452 -54.29385 -54.00695
250 -52.67029 -54.26942 -53.9978
250 -52.7344 -54.28773 -54.04051
250 -52.79845 -54.26025 -54.05883
250 -52.88698 -54.22364 -54.0802
250 -52.96325 -54.18701 -54.11376
250 -53.07313 -54.15345 -54.1504
250 -53.09145 -54.07713 -54.18702
250 -53.11889 -54.06492 -54.1748
250 -53.2013 -54.08935 -54.19922
250 -53.25013 -54.07712 -54.20227
250 -53.2837 -54.0222 -54.22059
250 -53.31115 -53.95202 -54.24806
250 -53.36609 -53.89097 -54.22363
250 -53.3783 -53.87572 -54.26638
250 -53.39355 -53.8391 -54.24806
250 -53.39662 -53.833 -54.28468
250 -53.45763 -53.8025 -54.28775
250 -53.46679 -53.79335 -54.26942
250 -53.5034 -53.74146 -54.26331
250 -53.57056 -53.70788 -54.22669
250 -53.6041 -53.70481 -54.22057
250 -53.6377 -53.69872 -54.17785
250 -53.73842 -53.66516 -54.1992
250 -53.7781 -53.56138 -54.15344
250 -53.80555 -53.54917 -54.16259
250 -53.86655 -53.53391 -54.12293
250 -53.89098 -53.45458 -54.0985
250 -53.96729 -53.39354 -54.14429
250 -53.9673 -53.36607 -54.15954
250 -53.99169 -53.2715 -54.16566
250 -54.0039 -53.17993 -54.1809
250 -54.03746 -53.12501 -54.20533
250 -54.06493 -52.90528 -54.19616
250 -54.06799 -47.36328 -54.19617
250 -54.05577 -14.03198 -54.20836
250 -54.08934 17.39805 -54.15344
250 -54.07713 25.57068 -54.13208
250 -54.06796 22.34192 -54.10461
250 -54.08018 15.42663 -54.06797
250 -54.0924 7.7972399 -54.06188
250 -54.09852 0.36317 -54.03135
250 -54.16565 -6.80237 -54.01915
250 -54.17481 -13.97095 -54.0222
250 -54.20531 -21.06323 -54.01304
250 -54.27247 -27.71607 -53.97948
250 -54.27554 -33.32521 -53.9551
250 -54.3152 -37.69225 -53.89709
250 -54.36401 -40.802 -53.87268
250 -54.3457 -42.94739 -53.83605
250 -54.33045 -44.46411 -53.83605
250 -54.33045 -45.48035 -53.82995
250 -54.3579 -46.22804 -53.79029
250 -54.34875 -46.84449 -53.77504
250 -54.37926 -47.29614 -53.74757
250 -54.40061 -47.69593 -53.67432
250 -54.39147 -48.06214 -53.63464
250 -54.39147 -48.36119 -53.63159
250 -54.37925 -48.64503 -53.58277
250 -54.43114 -48.89222 -53.55528
250 -54.44335 -49.11804 -53.52172
250 -54.43728 -49.3164 -53.42102
250 -54.45557 -49.53003 -53.35691
250 -54.44642 -49.73756 -53.37218
250 -54.4403 -49.85351 -53.28064
250 -54.4342 -50.02747 -53.20742
250 -54.45556 -50.18921 -53.12195
250 -54.45253 -50.3113 -52.99073
250 -54.44643 -50.4944 -52.88389
250 -54.43726 -50.63478 -52.82286
250 -54.39756 -50.80872 -52.70081
250 -54.37622 -50.92162 -52.49024
250 -54.38536 -51.03149 -49.80468
250 -54.33046 -51.13828 -24.44764
250 -54.3335 -51.29699 11.28235
250 -54.31215 -51.44349 24.14246
250 -54.31215 -51.48926 23.20861
250 -54.29994 -51.62963 17.41333
250 -54.29078 -51.73341 10.5194201
250 -54.3091 -51.83411 3.73841
250 -54.27553 -51.89819 -2.82898
250 -54.23584 -51.95617 -9.37806
250 -54.2053 -52.02638 -16.0492
250 -54.17175 -52.09655 -22.68371
250 -54.16871 -52.14844 -28.77197
250 -54.16564 -52.18504 -33.80737
250 -54.18091 -52.26136 -37.62208
250 -54.1809 -52.29797 -40.41444
250 -54.17175 -52.36816 -42.39808
250 -54.15343 -52.41393 -43.80799
250 -54.13515 -52.46275 -44.86389
250 -54.1046 -52.5574 -45.67872
250 -54.07409 -52.61537 -46.31043
250 -54.0466 -52.67028 -46.7987
250 -54.04051 -52.70387 -47.21984
250 -54.0283 -52.74049 -47.57691
250 -53.98561 -52.7771 -47.87598
250 -53.9795 -52.79847 -48.18116
250 -53.96424 -52.85338 -48.46497
250 -53.94288 -52.90223 -48.69994
250 -53.92454 -52.89307 -48.96545
250 -53.89403 -52.92054 -49.16687
250 -53.85435 -52.92665 -49.3988
250 -53.80555 -52.97242 -49.60631
250 -53.7964 -53.02734 -49.78334
250 -53.74452 -53.06704 -49.96032
250 -53.68346 -53.1006 -50.12512
250 -53.68955 -53.1433 -50.26245
250 -53.6316 -53.21349 -50.38758
250 -53.54002 -53.24099 -50.52185
250 -53.45766 -53.25624 -50.65001
250 -53.39661 -53.3081 -50.77206
250 -53.29589 -53.37219 -50.90332
250 -53.19214 -53.37523 -51.00709
250 -52.98156 -53.3966 -51.11694
250 -50.16479 -53.4546 -51.24816
250 -23.6114501 -53.52781 -51.32752
250 12.96081 -53.54305 -51.38854
250 25.33264 -53.54002 -51.45569
250 23.65418 -53.53697 -51.53504
250 17.32483 -53.55528 -51.6205
250 9.96094 -53.54003 -51.7273
250 2.58788999 -53.54001 -51.85242
250 -4.66308 -53.54916 -51.95005
250 -11.85914 -53.56138 -51.97754
250 -19.07653 -53.52476 -52.0508
250 -25.94299 -53.53696 -52.0935
250 -31.79019 -53.56139 -52.13925
250 -36.40137 -53.51561 -52.19422
250 -39.75525 -53.54308 -52.28271
250 -42.01659 -53.54306 -52.33458
250 -43.6554 -53.5156 -52.37121
250 -44.89746 -53.53696 -52.41394
250 -45.78857 -53.57665 -52.48107
250 -46.42335 -53.59496 -52.54825
250 -46.96655 -53.51866 -52.5879
250 -47.40905 -53.52172 -52.58484
250 -47.73559 -53.5034 -52.57875
250 -48.0774 -53.46985 -52.5635
250 -48.3429 -53.42714 -52.61535
250 -48.55651 -53.40881 -52.6886
250 -48.77321 -53.38134 -52.72829
250 -48.9868 -53.40269 -52.81371
250 -49.20961 -53.43934 -52.84116
250 -49.34691 -53.4912 -52.89308
250 -49.53613 -53.51866 -52.9297
250 -49.75586 -53.51866 -53.01209
250 -49.88404 -53.57361 -53.04261
250 -50.06716 -53.5919 -53.10364
250 -50.19836 -53.5736 -53.14026
0 -49.99392 -53.25621 -52.81677
0 -49.75891 -52.96327 -52.53296
0 -50.47607 -53.55528 -53.18603
0 -51.03454 -54.07716 -53.71705
0 -51.44043 -54.44337 -54.06797
0 -51.80359 -54.73633 -54.37012
0 -52.12402 -55.00794 -54.64783
0 -52.38952 -55.23377 -54.8828
0 -52.63672 -55.44738 -55.09948
0 -52.8656 -55.64269 -55.24901
0 -53.08227 -55.81971 -55.45044
0 -53.28675 -55.99366 -55.61829
0 -53.51562 -56.17675 -55.7312
0 -53.7384 -56.32932 -55.8899
0 -53.93372 -56.45141 -56.07607
0 -54.11986 -56.59485 -56.20729
0 -54.31824 -56.7383 -56.33545
0 -54.51355 -56.89696 -56.4575
0 -54.66919 -57.03433 -56.60705
0 -54.88586 -57.18078 -56.73524
0 -55.02929 -57.2998 -56.88171
0 -55.19409 -57.43407 -57.04652
0 -55.36195 -57.57752 -57.15331
0 -55.50535 -57.71484 -57.29675
0 -55.6793 -57.83997 -57.42797
0 -55.82277 -57.99561 -57.54089
0 -56.00892 -58.10853 -57.68431
0 -56.17065 -58.21837 -57.80029
0 -56.32322 -58.36486 -57.92237
0 -56.45141 -58.50219 -58.04445
0 -56.56433 -58.59985 -58.1543
0 -56.72913 -58.70665 -58.28248
0 -56.88781 -58.82874 -58.40149
0 -57.02209 -58.95385 -58.47168
0 -57.15638 -59.07287 -58.60899
0 -57.27845 -59.21327 -58.70667
0 -57.42188 -59.31703 -58.8318
0 -57.53478 -59.42076 -58.9508
0 -57.64465 -59.5642 -59.05762
0 -57.78809 -59.69848 -59.17054
0 -57.93152 -59.78699 -59.28649
0 -58.0658 -59.90295 -59.3933
0 -58.16346 -60.02197 -59.50623
0 -58.26721 -60.11047 -59.60999
0 -58.38012 -60.21118 -59.67406
0 -58.5083 -60.29969 -59.77173
0 -58.59068 -60.42176 -59.89075
0 -58.7158 -60.51942 -60.00365
0 -58.85925 -60.63535 -60.09825
0 -58.9569 -60.74829 -60.19594
0 -59.06676 -60.8368 -60.28748
0 -59.17359 -60.94055 -60.36379
0 -59.2682 -61.04126 -60.46142
0 -59.35669 -61.14196 -60.55298
0 -59.4757 -61.21216 -60.64759
0 -59.5581 -61.29151 -60.74523
0 -59.68628 -61.42272 -60.83069
0 -59.77479 -61.50512 -60.95886
0 -59.89685 -61.57838 -60.99852
0 -59.98231 -61.69434 -61.1145
0 -60.05554 -61.82555 -61.19077
0 -60.1532 -61.89574 -61.28845
0 -60.27222 -62.00255 -61.36777
0 -60.34546 -62.09413 -61.46544
0 -60.43397 -62.16735 -61.56616
0 -60.55604 -62.24975 -61.6333
0 -60.66589 -62.2986 -61.72791
0 -60.75135 -62.36572 -61.81031
0 -60.86427 -62.46337 -61.90184
0 -60.95275 -62.56408 -61.95372
0 -61.0321 -62.64955 -62.03919
0 -61.1267 -62.75939 -62.13075
0 -61.19995 -62.78992 -62.21924
0 -61.322 -62.86925 -62.28638
0 -61.38304 -62.99743 -62.36571
0 -61.4502 -63.02184 -62.45118
0 -61.5387 -63.14392 -62.48779
0 -61.59365 -63.20498 -62.52441
0 -61.7279 -63.29651 -62.61293
0 -61.80115 -63.35449 -62.67396
0 -61.91101 -63.45824 -62.76245
0 -61.97205 -63.57115 -62.854
0 -62.08192 -63.63527 -62.95471
0 -62.17346 -63.7024 -63.0188
0 -62.23755 -63.76952 -63.06764
0 -62.31079 -63.87633 -63.11952
0 -62.43286 -63.974 -63.2019
0 -62.5061 -64.0625 -63.30872
0 -62.58544 -64.11436 -63.38196
0 -62.63735 -64.19678 -63.43384
0 -62.7655 -64.21509 -63.48573
0 -62.8235 -64.2761 -63.562
0 -62.8906 -64.324951 -63.65359
0 -62.99133 -64.395154 -63.71765
0 -63.05541 -64.52332 -63.75121
0 -63.13478 -64.58435 -63.82449
0 -63.22631 -64.64537 -63.87329
0 -63.26904 -64.70642 -63.974
0 -63.37889 -64.78272 -64.05028
0 -63.43994 -64.8346 -64.12047
0 -63.5315 -64.917 -64.1693
0 -63.58031 -65.00547 -64.23646
0 -63.65664 -65.05127 -64.30361
0 -63.7268 -65.12451 -64.361582
0 -63.79089 -65.19165 -64.401254
0 -63.82752 -65.25879 -64.477542
0 -63.90992 -65.31067 -64.54468
0 -63.98317 -65.37781 -64.5935
0 -64.02894 -65.43885 -64.64232
0 -64.1052 -65.5304 -64.69421
0 -64.12962 -65.56703 -64.75525
0 -64.20593 -65.62805 -64.81323
0 -64.30359 -65.69213 -64.87734
0 -64.392101 -65.73793 -64.9597
0 -64.434801 -65.84167 -65.01771
0 -64.51415 -65.86304 -65.0818
0 -64.55993 -65.93325 -65.155
0 -64.61791 -65.972909 -65.19775
0 -64.66674 -65.991208 -65.24047
0 -64.76746 -66.101082 -65.30151
0 -64.8407 -66.122436 -65.31982
0 -64.9048 -66.171249 -65.40224
0 -64.97801 -66.189551 -65.4602
0 -65.03602 -66.259778 -65.52124
0 -65.1245 -66.305546 -65.56091
0 -65.16722 -66.348249 -65.59755
0 -65.23743 -66.43676 -65.67992
0 -65.24963 -66.503912 -65.75318
0 -65.29236 -66.54053 -65.78065
0 -65.36256 -66.613771 -65.85694
0 -65.41749 -66.638203 -65.89967
0 -65.49682 -66.717532 -65.96374
0 -65.54261 -66.751093 -65.97595
0 -65.57618 -66.781622 -66.082758
0 -65.625 -66.86401 -66.113298
0 -65.67685 -66.92199 -66.156019
0 -65.75012 -66.97999 -66.210914
0 -65.8142 -67.04407 -66.250619
0 -65.88137 -67.05626 -66.305549
0 -65.92714 -67.13868 -66.305547
0 -65.9424 -67.16309 -66.37265
0 -66.000368 -67.1936 -66.445911
0 -66.058338 -67.24852 -66.458121
0 -66.094986 -67.30042 -66.479491
0 -66.180409 -67.32789 -66.555772
0 -66.247556 -67.3523 -66.58325
0 -66.302479 -67.44384 -66.61378
0 -66.35741 -67.46826 -66.662603
0 -66.397079 -67.49574 -66.705317
0 -66.44593 -67.55066 -66.760244
0 -66.45204 -67.57508 -66.802991
0 -66.491719 -67.6239 -66.82435
0 -66.561891 -67.65442 -66.864
0 -66.632092 -67.7002 -66.92809
0 -66.644298 -67.74292 -66.97388
0 -66.705313 -67.74291 -67.03491
0 -66.778573 -67.7887 -67.06848
0 -66.818241 -67.8711 -67.0868
0 -66.87315 -67.91686 -67.15699
0 -66.92198 -67.96874 -67.17835
0 -66.95556 -68.00232 -67.20885
0 -66.97998 -68.0481 -67.24242
0 -67.0166 -68.08777 -67.29738
0 -67.03796 -68.08776 -67.31873
0 -67.06237 -68.14883 -67.36451
0 -67.10815 -68.15492 -67.3767
0 -67.13869 -68.1824 -67.41331
0 -67.19666 -68.24645 -67.42552
0 -67.23631 -68.27696 -67.47436
0 -67.26989 -68.30137 -67.50184
0 -67.29738 -68.33499 -67.5476
0 -67.31874 -68.383798 -67.56591
0 -67.35839 -68.441749 -67.63001
0 -67.4072 -68.466178 -67.66664
0 -67.45605 -68.5089 -67.66664
0 -67.47133 -68.5028 -67.7124
0 -67.5232 -68.54554 -67.72155
0 -67.55675 -68.5913 -67.76732
0 -67.60864 -68.62182 -67.76734
0 -67.62697 -68.6554 -67.8009
0 -67.66664 -68.71645 -67.83143
0 -67.7185 -68.7439 -67.88025
0 -67.73681 -68.768309 -67.91381
0 -67.79174 -68.786609 -67.95348
0 -67.79174 -68.792729 -67.97178
0 -67.79785 -68.844616 -67.93822
0 -67.8772 -68.862917 -68.00232
0 -67.91381 -68.890397 -68.0237
0 -67.92905 -68.936145 -68.0359
0 -67.97486 -68.960549 -68.09386
0 -68.0237 -68.997181 -68.11524
0 -68.0725 -68.984971 -68.17018
0 -68.0664 -69.012452 -68.17324
0 -68.10608 -69.067387 -68.1885
0 -68.15797 -69.073488 -68.20069
0 -68.17935 -69.104007 -68.2556
0 -68.20985 -69.11926 -68.26171
0 -68.2312 -69.168082 -68.29835
0 -68.2373 -69.229133 -68.34717
0 -68.28 -69.238272 -68.359387
0 -68.31972 -69.281002 -68.377689
0 -68.386846 -69.299321 -68.414295
0 -68.414297 -69.32677 -68.45092
0 -68.4204 -69.32676 -68.46923
0 -68.435648 -69.378672 -68.499759
0 -68.460079 -69.393952 -68.50891
0 -68.457018 -69.40614 -68.533339
0 -68.48447 -69.427502 -68.56689
0 -68.52723 -69.4641 -68.5913
0 -68.54555 -69.494601 -68.58521
0 -68.57301 -69.519051 -68.63098
0 -68.61265 -69.49461 -68.63707
0 -68.61877 -69.54956 -68.64624
0 -68.62793 -69.52819 -68.67984
0 -68.62791 -69.55262 -68.70119
0 -68.68592 -69.59839 -68.72255
0 -68.7195 -69.62585 -68.7439
0 -68.7317 -69.62586 -68.75915
0 -68.77745 -69.6411 -68.801859
0 -68.826286 -69.67162 -68.807977
0 -68.823229 -69.68687 -68.832398
0 -68.835447 -69.69909 -68.87818
0 -68.862936 -69.73571 -68.930046
0 -68.887347 -69.75402 -68.917846
0 -68.911744 -69.75098 -68.933087
0 -68.920897 -69.72962 -68.957498
0 -68.926994 -69.76012 -68.963608
0 -68.954457 -69.79064 -68.984963
0 -68.978861 -69.7815 -68.969705
0 -68.984979 -69.8059 -69.006342
0 -68.98803 -69.8425 -69.006332
0 -69.00635 -69.84557 -69.00025
0 -69.039931 -69.85473 -69.052129
0 -69.07044 -69.86388 -69.085698
0 -69.079599 -69.89746 -69.070446
0 -69.100946 -69.88527 -69.116199
0 -69.116198 -69.89443 -69.12536
0 -69.13145 -69.92799 -69.1406
0 -69.131448 -69.94934 -69.122301
0 -69.12841 -69.96461 -69.155872
0 -69.13145 -69.9646 -69.213863
0 -69.1467 -69.9829 -69.201676
0 -69.186381 -69.9829 -69.216924
0 -69.210802 -70.02257 -69.247441
0 -69.192493 -70.03479 -69.229133
0 -69.223024 -70.02562 -69.3115
0 -69.201653 -70.0653 -69.287111
0 -69.24743 -70.07446 -69.28405
0 -69.271853 -70.08974 -69.265752
0 -69.271852 -70.08058 -69.26879
0 -69.30235 -70.08058 -69.271851
0 -69.29626 -70.09584 -69.287091
0 -69.3054 -70.1172 -69.35732
0 -69.31761 -70.1416 -69.378681
0 -69.372572 -70.17516 -69.36036
0 -69.34813 -70.16905 -69.372572
0 -69.34815 -70.13855 -69.418353
0 -69.393952 -70.15991 -69.430545
0 -69.40004 -70.16295 -69.451904
0 -69.448852 -70.16905 -69.448863
0 -69.458002 -70.18735 -69.445802
0 -69.445791 -70.17516 -69.470211
0 -69.458011 -70.20567 -69.47325
0 -69.47325 -70.21788 -69.482411
0 -69.497671 -70.224 -69.503771
0 -69.488533 -70.22706 -69.50378
0 -69.467151 -70.224 -69.503791
0 -69.491571 -70.23008 -69.49767
0 -69.52514 -70.23925 -69.52513
0 -69.528191 -70.27284 -69.49766
0 -69.51598 -70.27894 -69.473251
0 -69.52819 -70.30335 -69.50988
0 -69.53735 -70.28504 -69.53735
0 -69.54957 -70.2942 -69.5282
0 -69.56483 -70.3003 -69.55872
0 -69.55568 -70.30335 -69.519051
0 -69.55567 -70.3003 -69.506841
0 -69.56482 -70.3125 -69.53125
0 -69.59229 -70.34301 -69.53124
0 -69.5984 -70.33995 -69.51902
0 -69.59535 -70.37047 -69.55567
0 -69.59535 -70.33691 -69.53123
0 -69.58925 -70.35522 -69.534311
0 -69.63195 -70.35216 -69.53432
0 -69.60755 -70.37353 -69.55262
0 -69.6472 -70.35217 -69.59534
0 -69.61975 -70.37354 -69.59228
0 -69.6533 -70.34606 -69.60755
0 -69.65941 -70.35216 -69.59535
0 -69.67773 -70.36744 -69.63805
0 -69.68688 -70.35827 -69.60449
0 -69.67773 -70.35521 -69.6106
0 -69.69908 -70.35827 -69.60145
0 -69.69298 -70.34912 -69.60145
0 -69.71739 -70.34912 -69.63805
0 -69.69296 -70.34606 -69.6167
0 -69.70214 -70.37964 -69.61975
0 -69.68993 -70.35217 -69.63501
0 -69.71129 -70.37047 -69.6106
0 -69.7174 -70.41017 -69.61364
0 -69.7174 -70.41017 -69.63194
0 -69.70519 -70.4071 -69.635
0 -69.71435 -70.45595 -69.61059
0 -69.72658 -70.41932 -69.60449
0 -69.71127 -70.43154 -69.58924
0 -69.72045 -70.40712 -69.57398
0 -69.7113 -70.41628 -69.6228
0 -69.70824 -70.39491 -69.58924
0 -69.71131 -70.39491 -69.61975
0 -69.69908 -70.39491 -69.6289
0 -69.68686 -70.38574 -69.59229
0 -69.68992 -70.38879 -69.58619
0 -69.69909 -70.37964 -69.61363
0 -69.74182 -70.3827 -69.5923
0 -69.73265 -70.41018 -69.635
0 -69.73877 -70.38881 -69.63806
0 -69.73877 -70.38575 -69.63195
0 -69.72655 -70.37048 -69.6106
0 -69.7174 -70.37048 -69.6472
0 -69.73268 -70.3888 -69.65636
0 -69.75098 -70.37659 -69.64415
0 -69.76014 -70.36742 -69.65025
0 -69.74792 -70.35826 -69.63501
0 -69.74486 -70.34605 -69.6472
0 -69.73878 -70.3125 -69.64416
0 -69.73571 -70.34914 -69.635
0 -69.72046 -70.34301 -69.6411
0 -69.75707 -70.37659 -69.63805
0 -69.72045 -70.37964 -69.635
0 -69.7174 -70.37048 -69.6228
0 -69.72045 -70.37354 -69.64416
0 -69.73572 -70.39186 -69.68078
0 -69.73572 -70.38881 -69.65025
0 -69.73571 -70.34912 -69.68689
0 -69.72352 -70.36134 -69.69297
0 -69.72351 -70.32775 -69.71128
0 -69.74181 -70.30335 -69.68075
0 -69.69908 -70.35524 -69.68993
0 -69.69297 -70.39185 -69.65025
0 -69.70518 -70.38269 -69.68687
0 -69.68078 -70.38575 -69.69297
0 -69.69297 -70.39184 -69.7113
0 -69.7113 -70.37051 -69.68381
0 -69.70214 -70.39185 -69.66857
0 -69.70826 -70.39491 -69.635
0 -69.71433 -70.3888 -69.6716
0 -69.72046 -70.33996 -69.6472
0 -69.71129 -70.38269 -69.6411
0 -69.71128 -70.37353 -69.635
0 -69.68687 -70.37351 -69.6289
0 -69.68992 -70.36132 -69.61365
0 -69.68077 -70.35828 -69.61365
0 -69.6655 -70.33995 -69.6533
0 -69.6716 -70.36437 -69.635
0 -69.67162 -70.35523 -69.63195
0 -69.7052 -70.32775 -69.6167
0 -69.69297 -70.3308 -69.6289
0 -69.70214 -70.30945 -69.56788
0 -69.70214 -70.33385 -69.5862
0 -69.67468 -70.33691 -69.59229
0 -69.69298 -70.3369 -69.6411
0 -69.69299 -70.3064 -69.635
0 -69.68384 -70.30335 -69.6594
0 -69.70215 -70.33081 -69.6167
0 -69.70518 -70.31555 -69.59535
0 -69.69603 -70.29724 -69.6045
0 -69.66856 -70.30334 -69.6045
0 -69.65635 -70.2942 -69.6106
0 -69.63195 -70.3125 -69.60145
0 -69.65331 -70.3064 -69.60145
0 -69.64416 -70.30031 -69.5923
0 -69.62585 -70.29115 -69.58619
0 -69.65636 -70.27283 -69.59535
0 -69.68077 -70.29115 -69.59534
0 -69.635 -70.2942 -69.60145
0 -69.6472 -70.27588 -69.57094
0 -69.63195 -70.26673 -69.57704
0 -69.60145 -70.25148 -69.57398
0 -69.60449 -70.2301 -69.55566
0 -69.6045 -70.23313 -69.51599
0 -69.60145 -70.23925 -69.51598
0 -69.61364 -70.19957 -69.512931
0 -69.57397 -70.19652 -69.528201
0 -69.5984 -70.21177 -69.50989
0 -69.59839 -70.20567 -69.5343
0 -69.6106 -70.2026 -69.52209
0 -69.61365 -70.20873 -69.506821
0 -69.58619 -70.16906 -69.53429
0 -69.53737 -70.16295 -69.491571
0 -69.54346 -70.16295 -69.51904
0 -69.52515 -70.16601 -69.53125
0 -69.519021 -70.1416 -69.54651
0 -69.54346 -70.09889 -69.494622
0 -69.54039 -70.08057 -69.52514
0 -69.49461 -70.06226 -69.488511
0 -69.50071 -70.08668 -69.506831
0 -69.494621 -70.11109 -69.51599
0 -69.461054 -70.1111 -69.500721
0 -69.48241 -70.08668 -69.50378
0 -69.482412 -70.08058 -69.497671
0 -69.448856 -70.0531 -69.464102
0 -69.464101 -70.07142 -69.50988
0 -69.430552 -70.04395 -69.476321
0 -69.424453 -70.05921 -69.458002
0 -69.396973 -70.06836 -69.458002
0 -69.387842 -70.047 -69.48547
0 -69.387833 -70.03477 -69.467154
0 -69.396981 -70.06532 -69.439702
0 -69.375621 -70.04088 -69.451913
0 -69.34512 -70.01036 -69.415292
0 -69.357312 -70.00731 -69.418343
0 -69.34203 -69.9402 -69.415302
0 -69.357312 -69.9646 -69.412254
0 -69.31761 -69.96155 -69.403101
0 -69.351211 -69.9585 -69.430556
0 -69.34814 -69.9524 -69.424445
0 -69.345103 -69.92493 -69.424452
0 -69.34509 -69.9219 -69.406132
0 -69.33593 -69.90357 -69.418355
0 -69.35121 -69.89442 -69.403083
0 -69.34204 -69.88831 -69.415301
0 -69.320671 -69.85168 -69.424453
0 -69.299301 -69.84557 -69.396994
0 -69.30236 -69.82726 -69.37258
0 -69.28405 -69.8639 -69.378681
0 -69.31151 -69.83948 -69.375632
0 -69.30846 -69.79066 -69.381742
0 -69.281 -69.80285 -69.372572
0 -69.25659 -69.79065 -69.369502
0 -69.271851 -69.78759 -69.384791
0 -69.26574 -69.7876 -69.39089
0 -69.28711 -69.75708 -69.378681
0 -69.238293 -69.76624 -69.369522
0 -69.201664 -69.75404 -69.36952
0 -69.265752 -69.7754 -69.345091
0 -69.223022 -69.7693 -69.33289
0 -69.192492 -69.7632 -69.34203
0 -69.174183 -69.75709 -69.36648
0 -69.207763 -69.76624 -69.369511
0 -69.195552 -69.7693 -69.3451
0 -69.149761 -69.76625 -69.32373
0 -69.158933 -69.75403 -69.30848
0 -69.168072 -69.70823 -69.284052
0 -69.165021 -69.73878 -69.30541
0 -69.171131 -69.73572 -69.281002
0 -69.149783 -69.7113 -69.25659
0 -69.128399 -69.69298 -69.281
0 -69.152822 -69.67161 -69.274901
0 -69.146711 -69.66856 -69.247453
0 -69.155861 -69.68992 -69.238282
0 -69.14365 -69.68077 -69.256591
0 -69.119248 -69.6533 -69.262691
0 -69.125349 -69.66246 -69.226084
0 -69.110108 -69.65025 -69.268802
0 -69.143661 -69.635 -69.268801
0 -69.1223 -69.6228 -69.226096
0 -69.11925 -69.63195 -69.210835
0 -69.113148 -69.59534 -69.229132
0 -69.107049 -69.60755 -69.232195
0 -69.125349 -69.59839 -69.213885
0 -69.13451 -69.574 -69.223011
0 -69.116197 -69.55569 -69.213863
0 -69.085696 -69.56176 -69.186393
0 -69.076548 -69.59839 -69.189454
0 -69.055196 -69.56177 -69.186383
0 -69.039921 -69.57399 -69.158911
0 -69.061285 -69.57398 -69.177253
0 -69.049078 -69.55262 -69.177244
0 -69.033818 -69.56788 -69.189443
0 -69.039919 -69.54042 -69.158943
0 -69.03687 -69.53736 -69.183331
0 -68.997181 -69.5343 -69.15586
0 -68.991065 -69.52209 -69.137568
0 -68.978861 -69.50988 -69.149759
0 -68.972759 -69.473252 -69.134499
0 -68.9636 -69.464112 -69.14365
0 -68.945299 -69.458002 -69.094848
0 -68.975821 -69.473252 -69.073497
0 -68.954447 -69.433602 -69.07044
0 -68.994136 -69.47325 -69.088746
0 -69.003281 -69.476302 -69.085699
0 -68.991081 -69.439702 -69.07044
0 -68.972763 -69.473263 -69.052129
0 -68.98803 -69.451904 -69.046018
0 -68.988022 -69.451903 -69.030743
0 -68.933089 -69.445804 -69.039919
0 -68.9331 -69.451902 -69.06433
0 -68.963608 -69.439703 -69.03687
0 -68.942246 -69.421405 -69.021617
0 -68.933102 -69.430554 -69.042971
0 -68.936148 -69.39089 -68.98802
0 -68.951411 -69.375602 -69.015501
0 -68.939202 -69.375632 -69.027729
0 -68.933095 -69.369531 -69.027701
0 -68.939196 -69.35729 -69.027721
0 -68.920896 -69.372581 -69.009393
0 -68.911747 -69.400043 -69.006338
0 -68.902587 -69.35731 -69.006332
0 -68.878176 -69.357311 -68.972757
0 -68.911746 -69.32983 -68.988031
0 -68.872087 -69.342041 -68.97582
0 -68.872075 -69.36036 -68.98803
0 -68.875138 -69.378681 -68.9575
0 -68.869028 -69.354251 -68.969719
0 -68.869046 -69.37257 -68.942257
0 -68.862918 -69.348141 -68.936146
0 -68.850708 -69.32371 -68.926998
0 -68.859868 -69.32069 -68.942247
0 -68.835449 -69.31762 -68.920896
0 -68.850699 -69.305411 -68.911747
0 -68.82629 -69.296271 -68.884277
0 -68.841558 -69.281002 -68.884267
0 -68.817147 -69.29931 -68.899548
0 -68.820169 -69.296261 -68.917849
0 -68.82934 -69.317641 -68.902597
0 -68.814087 -69.274901 -68.908698
0 -68.832397 -69.271852 -68.878189
